gold_diff,win_probability,checkpoint
141.04994156928205,0.5272572179240559,10 min
155.89730383973256,0.530119786952574,10 min
170.74466611018306,0.5329803768403802,10 min
185.59202838063447,0.5358388011885662,10 min
200.43939065108498,0.538694874165226,10 min
215.28675292153548,0.5415484105533855,10 min
230.1341151919869,0.5443992257985879,10 min
244.9814774624374,0.5472471360561142,10 min
259.8288397328879,0.5500919582378141,10 min
274.6762020033384,0.5529335100585169,10 min
289.5235642737898,0.5557716100820048,10 min
304.3709265442403,0.5586060777665172,10 min
319.2182888146908,0.5614367335097699,10 min
334.0656510851413,0.5642633986934587,10 min
348.91301335559274,0.56708589572723,10 min
363.76037562604324,0.5699040480920918,10 min
378.60773789649375,0.5727176803832481,10 min
393.45510016694516,0.57552661835233,10 min
408.30246243739566,0.5783306889490064,10 min
423.14982470784616,0.581129720361955,10 min
437.99718697829667,0.583923542059169,10 min
452.8445492487481,0.5867119848275861,10 min
467.6919115191986,0.5894948808120185,10 min
482.5392737896491,0.592272063553366,10 min
497.3866360600996,0.5950433680260967,10 min
512.233998330551,0.5978086306749777,10 min
527.0813606010015,0.6005676894510386,10 min
541.928722871452,0.6033203838467582,10 min
556.7760851419025,0.6060665549304516,10 min
571.6234474123539,0.6088060453798507,10 min
586.4708096828044,0.6115386995148624,10 min
601.3181719532549,0.6142643633294915,10 min
616.1655342237063,0.61698288452292,10 min
631.0128964941568,0.6196941125297246,10 min
645.8602587646074,0.6223978985492327,10 min
660.7076210350579,0.6250940955739963,10 min
675.5549833055093,0.6277825584173844,10 min
690.4023455759598,0.6304631437402781,10 min
705.2497078464103,0.6331357100768676,10 min
720.0970701168608,0.6358001178595392,10 min
734.9444323873122,0.6384562294428504,10 min
749.7917946577627,0.6411039091265833,10 min
764.6391569282132,0.6437430231778787,10 min
779.4865191986646,0.6463734398524388,10 min
794.3338814691151,0.6489950294148015,10 min
809.1812437395656,0.6516076641576833,10 min
824.0286060100161,0.654211218420385,10 min
838.8759682804675,0.656805568606263,10 min
853.723330550918,0.6593905931992667,10 min
868.5706928213685,0.6619661727795375,10 min
883.418055091819,0.6645321900380758,10 min
898.2654173622705,0.6670885297904736,10 min
913.112779632721,0.6696350789897177,10 min
927.9601419031715,0.6721717267380654,10 min
942.8075041736229,0.6746983642979957,10 min
957.6548664440734,0.6772148851022404,10 min
972.5022287145239,0.6797211847629017,10 min
987.3495909849744,0.6822171610796592,10 min
1002.1969532554258,0.684702714047073,10 min
1017.0443155258763,0.6871777458609885,10 min
1031.8916777963268,0.6896421609240551,10 min
1046.7390400667773,0.6920958658503573,10 min
1061.5864023372287,0.694538769469174,10 min
1076.4337646076792,0.696970782827871,10 min
1091.2811268781297,0.6993918191939372,10 min
1106.1284891485811,0.7018017940561727,10 min
1120.9758514190316,0.7042006251250396,10 min
1135.8232136894821,0.7065882323321859,10 min
1150.6705759599326,0.7089645378291535,10 min
1165.517938230384,0.7113294659852809,10 min
1180.3653005008346,0.7136829433848125,10 min
1195.212662771285,0.7160248988232271,10 min
1210.0600250417356,0.7183552633027968,10 min
1224.907387312187,0.720673970027391,10 min
1239.7547495826375,0.7229809543965345,10 min
1254.602111853088,0.7252761539987397,10 min
1269.4494741235394,0.727559508604118,10 min
1284.29683639399,0.729830960156292,10 min
1299.1441986644404,0.732090452763619,10 min
1313.991560934891,0.7343379326897377,10 min
1328.8389232053423,0.7365733483434607,10 min
1343.6862854757928,0.7387966502680169,10 min
1358.5336477462433,0.7410077911296675,10 min
1373.3810100166938,0.7432067257057078,10 min
1388.2283722871452,0.7453934108718672,10 min
1403.0757345575958,0.7475678055891277,10 min
1417.9230968280463,0.7497298708899736,10 min
1432.7704590984977,0.751879569864088,10 min
1447.6178213689482,0.7540168676435124,10 min
1462.4651836393987,0.7561417313872869,10 min
1477.3125459098492,0.7582541302655829,10 min
1492.1599081803006,0.7603540354433478,10 min
1507.007270450751,0.7624414200634764,10 min
1521.8546327212016,0.7645162592295245,10 min
1536.701994991652,0.7665785299879815,10 min
1551.5493572621035,0.7686282113101174,10 min
1566.396719532554,0.7706652840734194,10 min
1581.2440818030045,0.772689731042637,10 min
1596.091444073455,0.7747015368504475,10 min
1610.9388063439064,0.77670068797776,10 min
1625.786168614357,0.7786871727336725,10 min
1640.6335308848074,0.7806609812351006,10 min
1655.4808931552589,0.7826221053860883,10 min
1670.3282554257094,0.7845705388568207,10 min
1685.1756176961599,0.7865062770623515,10 min
1700.0229799666104,0.7884293171410628,10 min
1714.8703422370618,0.7903396579328681,10 min
1729.7177045075123,0.7922372999571788,10 min
1744.5650667779628,0.7941222453906446,10 min
1759.4124290484133,0.7959944980446838,10 min
1774.2597913188647,0.79785406334282,10 min
1789.1071535893152,0.7997009482978343,10 min
1803.9545158597657,0.8015351614887538,10 min
1818.8018781302171,0.8033567130376842,10 min
